Record ID,Email,First name,Last name,Lifecycle stage,Original source,Original source drill-down 1,Create date,Recent deal close date,Recent deal amount,Campaign,Owner,Company name,Country
156,lilian.mutua156@example.com,Lilian,Mutua,Opportunity,Email,,2025-11-23 00:00:00,2025-12-06,2197.58,Holiday Promo Q4,John Kamau,UrbanGlow,Kenya
157,brian.mwangi157@example.com,Brian,Mwangi,Customer,Direct,,2025-07-15 00:00:00,2025-08-10,1981.31,Valentine Push,Mercy Otieno,Chiffon Cosmetics,Kenya
158,esther.mwangi158@example.com,Esther,Mwangi,Sales Qualified Lead,Paid Search,Paid Search,2025-03-11 00:00:00,,,Newsletter,Mercy Otieno,Nairobi Retailers,Kenya
159,james.karanja159@example.com,James,Karanja,Sales Qualified Lead,Email,,2025-12-02 00:00:00,,,New Store Launch,Jane Wanjiru,BeautyWorld KE,Kenya
160,michael.otieno160@example.com,Michael,Otieno,Marketing Qualified Lead,Paid Search,Paid Search,2025-12-31 00:00:00,,,Chiffon Brand Awareness,Samuel Ndegwa,Coastal Beauty,Kenya
161,paul.maina161@example.com,Paul,Maina,Marketing Qualified Lead,Organic Search,,2025-01-07 00:00:00,,,Chiffon Brand Awareness,Client Success Team,Nairobi Retailers,Kenya
162,michael.mutua162@example.com,Michael,Mutua,Marketing Qualified Lead,Social Media,Social Media,2025-11-25 00:00:00,,,Referral Boost,Client Success Team,Coastal Beauty,Kenya
163,michael.wanyoike163@example.com,Michael,Wanyoike,Lead,Paid Search,Paid Search,2025-06-21 00:00:00,,,Organic Search,Jane Wanjiru,Chiffon Cosmetics,Kenya
164,paul.maina164@example.com,Paul,Maina,Lead,Social Media,Social Media,2025-05-10 00:00:00,,,New Store Launch,John Kamau,Chiffon Cosmetics,Kenya
165,grace.wanyoike165@example.com,Grace,Wanyoike,Marketing Qualified Lead,Social Media,Social Media,2025-01-23 00:00:00,,,Valentine Push,Client Success Team,Chiffon Cosmetics,Kenya
166,nancy.kiptoo166@example.com,Nancy,Kiptoo,Marketing Qualified Lead,Organic Search,,2025-02-16 00:00:00,,,Organic Search,Jane Wanjiru,Chiffon Cosmetics,Kenya
167,lilian.okello167@example.com,Lilian,Okello,Opportunity,Organic Search,,2025-10-20 00:00:00,2025-11-10,1243.79,Holiday Promo Q4,John Kamau,UrbanGlow,Kenya
168,lilian.okello168@example.com,Lilian,Okello,Marketing Qualified Lead,Paid Search,Paid Search,2025-09-12 00:00:00,,,Newsletter,John Kamau,UrbanGlow,Kenya
169,michael.atieno169@example.com,Michael,Atieno,Marketing Qualified Lead,Organic Search,,2025-02-28 00:00:00,,,Organic Search,Mercy Otieno,UrbanGlow,Kenya
170,joseph.kamau170@example.com,Joseph,Kamau,Customer,Paid Search,Paid Search,2025-06-26 00:00:00,2025-08-03,1599.6,Referral Program,Samuel Ndegwa,Nairobi Retailers,Kenya
171,aisha.mwangi171@example.com,Aisha,Mwangi,Opportunity,Paid Search,Paid Search,2025-05-01 00:00:00,2025-05-31,649.08,New Store Launch,Mercy Otieno,BeautyWorld KE,Kenya
172,michael.mutua172@example.com,Michael,Mutua,Lead,Direct,,2025-02-16 00:00:00,,,Newsletter,Jane Wanjiru,UrbanGlow,Kenya
173,james.wanyoike173@example.com,James,Wanyoike,Lead,Email,,2025-07-18 00:00:00,,,Newsletter,Jane Wanjiru,Nairobi Retailers,Kenya
174,paul.maina174@example.com,Paul,Maina,Opportunity,Paid Search,Paid Search,2025-04-08 00:00:00,2025-06-01,854.58,Chiffon Brand Awareness,Mercy Otieno,Chiffon Cosmetics,Kenya
175,peter.kamau175@example.com,Peter,Kamau,Marketing Qualified Lead,Social Media,Social Media,2025-06-16 00:00:00,,,Newsletter,Client Success Team,BeautyWorld KE,Kenya
176,wanjiru.mwangi176@example.com,Wanjiru,Mwangi,Lead,Direct,,2025-09-05 00:00:00,,,Valentine Push,Client Success Team,Coastal Beauty,Kenya
177,paul.wanyoike177@example.com,Paul,Wanyoike,Marketing Qualified Lead,Referral,,2025-06-27 00:00:00,,,Valentine Push,Mercy Otieno,Nairobi Retailers,Kenya
178,mary.kariuki178@example.com,Mary,Kariuki,Lead,Organic Search,,2025-07-19 00:00:00,,,Holiday Promo Q4,Mercy Otieno,BeautyWorld KE,Kenya
179,james.ouma179@example.com,James,Ouma,Customer,Paid Search,Paid Search,2025-07-01 00:00:00,2025-07-25,1052.04,Seasonal Email,John Kamau,BeautyWorld KE,Kenya
180,wanjiru.kiptoo180@example.com,Wanjiru,Kiptoo,Lead,Email,,2025-11-11 00:00:00,,,Chiffon Brand Awareness,Jane Wanjiru,Nairobi Retailers,Kenya
181,fatuma.atieno181@example.com,Fatuma,Atieno,Customer,Paid Search,Paid Search,2025-01-15 00:00:00,2025-02-18,2134.72,Holiday Promo Q4,Jane Wanjiru,Chiffon Cosmetics,Kenya
182,james.ouma182@example.com,James,Ouma,Customer,Paid Search,Paid Search,2025-09-12 00:00:00,2025-10-03,1678.91,Valentine Push,Client Success Team,Coastal Beauty,Kenya
183,lilian.okello183@example.com,Lilian,Okello,Lead,Social Media,Social Media,2025-03-08 00:00:00,,,Valentine Push,Mercy Otieno,BeautyWorld KE,Kenya
184,nancy.okello184@example.com,Nancy,Okello,Opportunity,Paid Search,Paid Search,2025-06-28 00:00:00,2025-08-18,806.1,Referral Program,Samuel Ndegwa,BeautyWorld KE,Kenya
185,joseph.maina185@example.com,Joseph,Maina,Customer,Paid Search,Paid Search,2025-07-06 00:00:00,2025-08-27,976.68,Seasonal Email,Samuel Ndegwa,BeautyWorld KE,Kenya
186,wanjiru.karanja186@example.com,Wanjiru,Karanja,Sales Qualified Lead,Email,,2025-10-25 00:00:00,,,Newsletter,Mercy Otieno,BeautyWorld KE,Kenya
187,grace.otieno187@example.com,Grace,Otieno,Opportunity,Paid Search,Paid Search,2025-08-15 00:00:00,2025-09-05,665.88,Seasonal Email,Mercy Otieno,Coastal Beauty,Kenya
188,peter.otieno188@example.com,Peter,Otieno,Marketing Qualified Lead,Referral,,2025-07-04 00:00:00,,,Newsletter,Client Success Team,UrbanGlow,Kenya
189,peter.kiptoo189@example.com,Peter,Kiptoo,Lead,Organic Search,,2025-12-19 00:00:00,,,Holiday Promo Q4,John Kamau,UrbanGlow,Kenya
190,james.atieno190@example.com,James,Atieno,Marketing Qualified Lead,Organic Search,,2025-07-10 00:00:00,,,Referral Boost,Jane Wanjiru,UrbanGlow,Kenya
191,wanjiru.otieno191@example.com,Wanjiru,Otieno,Sales Qualified Lead,Social Media,Social Media,2025-02-27 00:00:00,,,New Store Launch,Samuel Ndegwa,UrbanGlow,Kenya
192,esther.okello192@example.com,Esther,Okello,Sales Qualified Lead,Referral,,2025-09-03 00:00:00,,,Organic Search,Mercy Otieno,Coastal Beauty,Kenya
193,aisha.atieno193@example.com,Aisha,Atieno,Marketing Qualified Lead,Organic Search,,2025-05-08 00:00:00,,,Organic Search,Mercy Otieno,Nairobi Retailers,Kenya
194,grace.karanja194@example.com,Grace,Karanja,Marketing Qualified Lead,Email,,2025-01-08 00:00:00,,,Referral Boost,Jane Wanjiru,Nairobi Retailers,Kenya
195,mary.okello195@example.com,Mary,Okello,Lead,Paid Search,Paid Search,2025-09-27 00:00:00,,,Valentine Push,Client Success Team,BeautyWorld KE,Kenya
196,michael.kariuki196@example.com,Michael,Kariuki,Opportunity,Social Media,Social Media,2025-07-27 00:00:00,2025-09-04,1246.43,Valentine Push,Jane Wanjiru,BeautyWorld KE,Kenya
197,paul.maina197@example.com,Paul,Maina,Opportunity,Email,,2025-08-09 00:00:00,2025-09-10,1402.49,New Store Launch,Jane Wanjiru,UrbanGlow,Kenya
198,mary.kariuki198@example.com,Mary,Kariuki,Lead,Referral,,2025-04-26 00:00:00,,,Chiffon Brand Awareness,Mercy Otieno,BeautyWorld KE,Kenya
199,aisha.okello199@example.com,Aisha,Okello,Opportunity,Email,,2025-08-01 00:00:00,2025-09-29,1802.07,Chiffon Brand Awareness,Jane Wanjiru,Coastal Beauty,Kenya
200,peter.okello200@example.com,Peter,Okello,Lead,Paid Search,Paid Search,2025-10-20 00:00:00,,,Holiday Promo Q4,Samuel Ndegwa,Chiffon Cosmetics,Kenya
201,wanjiru.kiptoo201@example.com,Wanjiru,Kiptoo,Lead,Direct,,2025-04-13 00:00:00,,,Valentine Push,Mercy Otieno,UrbanGlow,Kenya
202,fatuma.atieno202@example.com,Fatuma,Atieno,Marketing Qualified Lead,Social Media,Social Media,2025-02-28 00:00:00,,,Referral Boost,Mercy Otieno,Chiffon Cosmetics,Kenya
203,lilian.njoroge203@example.com,Lilian,Njoroge,Lead,Paid Search,Paid Search,2025-03-19 00:00:00,,,Referral Boost,Jane Wanjiru,Nairobi Retailers,Kenya
204,mary.kariuki204@example.com,Mary,Kariuki,Opportunity,Paid Search,Paid Search,2025-02-02 00:00:00,2025-04-02,1493.84,Referral Program,John Kamau,UrbanGlow,Kenya
205,aisha.kiptoo205@example.com,Aisha,Kiptoo,Sales Qualified Lead,Organic Search,,2025-10-06 00:00:00,,,New Store Launch,John Kamau,Nairobi Retailers,Kenya
206,fatuma.mutua206@example.com,Fatuma,Mutua,Lead,Social Media,Social Media,2025-07-15 00:00:00,,,Newsletter,Mercy Otieno,UrbanGlow,Kenya
207,aisha.mwangi207@example.com,Aisha,Mwangi,Lead,Social Media,Social Media,2025-08-02 00:00:00,,,Valentine Push,Samuel Ndegwa,Chiffon Cosmetics,Kenya
208,fatuma.ouma208@example.com,Fatuma,Ouma,Lead,Referral,,2025-03-02 00:00:00,,,New Store Launch,Jane Wanjiru,UrbanGlow,Kenya
209,david.mwangi209@example.com,David,Mwangi,Lead,Organic Search,,2025-10-17 00:00:00,,,Newsletter,John Kamau,UrbanGlow,Kenya
210,wanjiru.otieno210@example.com,Wanjiru,Otieno,Lead,Paid Search,Paid Search,2025-09-16 00:00:00,,,Referral Boost,Samuel Ndegwa,UrbanGlow,Kenya
211,nancy.atieno211@example.com,Nancy,Atieno,Lead,Organic Search,,2025-03-09 00:00:00,,,Referral Boost,Jane Wanjiru,Chiffon Cosmetics,Kenya
212,fatuma.mutua212@example.com,Fatuma,Mutua,Lead,Direct,,2025-09-07 00:00:00,,,New Store Launch,Mercy Otieno,UrbanGlow,Kenya
213,james.wanyoike213@example.com,James,Wanyoike,Lead,Paid Search,Paid Search,2025-05-07 00:00:00,,,Organic Search,Client Success Team,BeautyWorld KE,Kenya
214,paul.ouma214@example.com,Paul,Ouma,Customer,Direct,,2025-05-09 00:00:00,2025-06-22,634.33,Chiffon Brand Awareness,Mercy Otieno,Chiffon Cosmetics,Kenya
215,michael.kamau215@example.com,Michael,Kamau,Opportunity,Organic Search,,2025-07-08 00:00:00,2025-08-02,1219.26,Valentine Push,Client Success Team,Chiffon Cosmetics,Kenya
216,wanjiru.njoroge216@example.com,Wanjiru,Njoroge,Marketing Qualified Lead,Email,,2025-08-22 00:00:00,,,New Store Launch,Client Success Team,BeautyWorld KE,Kenya
217,grace.mutua217@example.com,Grace,Mutua,Lead,Organic Search,,2025-09-14 00:00:00,,,Organic Search,John Kamau,Nairobi Retailers,Kenya
218,aisha.kariuki218@example.com,Aisha,Kariuki,Lead,Paid Search,Paid Search,2025-04-07 00:00:00,,,Chiffon Brand Awareness,Jane Wanjiru,Coastal Beauty,Kenya
219,peter.kiptoo219@example.com,Peter,Kiptoo,Opportunity,Social Media,Social Media,2025-01-04 00:00:00,2025-02-24,1928.7,Seasonal Email,Client Success Team,BeautyWorld KE,Kenya
220,aisha.otieno220@example.com,Aisha,Otieno,Sales Qualified Lead,Referral,,2025-09-12 00:00:00,,,Organic Search,Client Success Team,Coastal Beauty,Kenya
221,michael.kiptoo221@example.com,Michael,Kiptoo,Marketing Qualified Lead,Direct,,2025-04-28 00:00:00,,,Valentine Push,Jane Wanjiru,Nairobi Retailers,Kenya
222,esther.ouma222@example.com,Esther,Ouma,Marketing Qualified Lead,Social Media,Social Media,2025-07-06 00:00:00,,,Valentine Push,Mercy Otieno,BeautyWorld KE,Kenya
223,wanjiru.njoroge223@example.com,Wanjiru,Njoroge,Lead,Referral,,2025-10-27 00:00:00,,,Newsletter,Jane Wanjiru,Coastal Beauty,Kenya
224,david.kamau224@example.com,David,Kamau,Opportunity,Organic Search,,2025-05-17 00:00:00,2025-06-27,1395.59,Holiday Promo Q4,John Kamau,UrbanGlow,Kenya
225,michael.mutua225@example.com,Michael,Mutua,Lead,Referral,,2025-03-18 00:00:00,,,Holiday Promo Q4,Client Success Team,BeautyWorld KE,Kenya
226,michael.njoroge226@example.com,Michael,Njoroge,Lead,Social Media,Social Media,2025-02-19 00:00:00,,,Newsletter,Samuel Ndegwa,UrbanGlow,Kenya
227,lilian.karanja227@example.com,Lilian,Karanja,Opportunity,Direct,,2025-09-22 00:00:00,2025-10-26,1025.76,Valentine Push,Samuel Ndegwa,Nairobi Retailers,Kenya
228,peter.ouma228@example.com,Peter,Ouma,Opportunity,Paid Search,Paid Search,2025-08-30 00:00:00,2025-09-08,1070.45,Referral Program,Client Success Team,Nairobi Retailers,Kenya
229,lilian.karanja229@example.com,Lilian,Karanja,Marketing Qualified Lead,Paid Search,Paid Search,2025-06-15 00:00:00,,,Chiffon Brand Awareness,Mercy Otieno,Coastal Beauty,Kenya
230,brian.mutua230@example.com,Brian,Mutua,Lead,Direct,,2025-11-18 00:00:00,,,Chiffon Brand Awareness,Mercy Otieno,UrbanGlow,Kenya
231,aisha.atieno231@example.com,Aisha,Atieno,Sales Qualified Lead,Email,,2025-08-06 00:00:00,,,Chiffon Brand Awareness,John Kamau,Coastal Beauty,Kenya
232,esther.atieno232@example.com,Esther,Atieno,Opportunity,Referral,,2025-07-25 00:00:00,2025-08-14,690.81,Valentine Push,Client Success Team,Nairobi Retailers,Kenya
233,grace.okello233@example.com,Grace,Okello,Opportunity,Referral,,2025-04-11 00:00:00,2025-05-14,703.17,Referral Program,Mercy Otieno,UrbanGlow,Kenya
234,aisha.mutua234@example.com,Aisha,Mutua,Marketing Qualified Lead,Direct,,2025-07-30 00:00:00,,,Chiffon Brand Awareness,Mercy Otieno,Chiffon Cosmetics,Kenya
235,fatuma.wanyoike235@example.com,Fatuma,Wanyoike,Opportunity,Social Media,Social Media,2025-09-28 00:00:00,2025-11-24,1087.08,New Store Launch,John Kamau,Nairobi Retailers,Kenya
236,david.mwangi236@example.com,David,Mwangi,Opportunity,Paid Search,Paid Search,2025-03-22 00:00:00,2025-03-30,1413.55,Chiffon Brand Awareness,Jane Wanjiru,Coastal Beauty,Kenya
237,david.mwangi237@example.com,David,Mwangi,Lead,Social Media,Social Media,2025-02-24 00:00:00,,,Organic Search,Mercy Otieno,BeautyWorld KE,Kenya
238,paul.mutua238@example.com,Paul,Mutua,Customer,Organic Search,,2025-11-05 00:00:00,2025-11-18,838.76,Holiday Promo Q4,Mercy Otieno,BeautyWorld KE,Kenya
239,michael.mutua239@example.com,Michael,Mutua,Sales Qualified Lead,Organic Search,,2025-12-31 00:00:00,,,Holiday Promo Q4,John Kamau,UrbanGlow,Kenya
240,wanjiru.njoroge240@example.com,Wanjiru,Njoroge,Marketing Qualified Lead,Referral,,2025-05-06 00:00:00,,,New Store Launch,Mercy Otieno,UrbanGlow,Kenya
241,paul.njoroge241@example.com,Paul,Njoroge,Sales Qualified Lead,Paid Search,Paid Search,2025-06-22 00:00:00,,,Referral Boost,John Kamau,Nairobi Retailers,Kenya
242,michael.okello242@example.com,Michael,Okello,Opportunity,Social Media,Social Media,2025-05-20 00:00:00,2025-07-15,1359.88,New Store Launch,Client Success Team,Coastal Beauty,Kenya
243,fatuma.wanyoike243@example.com,Fatuma,Wanyoike,Customer,Paid Search,Paid Search,2025-08-21 00:00:00,2025-10-10,1146.62,New Store Launch,Mercy Otieno,UrbanGlow,Kenya
244,joseph.kiptoo244@example.com,Joseph,Kiptoo,Customer,Referral,,2025-03-02 00:00:00,2025-04-26,1269.65,Seasonal Email,John Kamau,UrbanGlow,Kenya
245,grace.kamau245@example.com,Grace,Kamau,Lead,Paid Search,Paid Search,2025-08-18 00:00:00,,,New Store Launch,Client Success Team,BeautyWorld KE,Kenya
246,nancy.kariuki246@example.com,Nancy,Kariuki,Marketing Qualified Lead,Organic Search,,2025-05-17 00:00:00,,,New Store Launch,Jane Wanjiru,Nairobi Retailers,Kenya
247,peter.kariuki247@example.com,Peter,Kariuki,Marketing Qualified Lead,Paid Search,Paid Search,2025-09-17 00:00:00,,,Newsletter,Samuel Ndegwa,Nairobi Retailers,Kenya
248,fatuma.ouma248@example.com,Fatuma,Ouma,Lead,Organic Search,,2025-03-18 00:00:00,,,New Store Launch,Jane Wanjiru,BeautyWorld KE,Kenya
249,paul.mutua249@example.com,Paul,Mutua,Customer,Organic Search,,2025-07-23 00:00:00,2025-09-18,1378.71,Holiday Promo Q4,Jane Wanjiru,Chiffon Cosmetics,Kenya
250,david.maina250@example.com,David,Maina,Lead,Paid Search,Paid Search,2025-08-28 00:00:00,,,New Store Launch,Jane Wanjiru,Nairobi Retailers,Kenya
251,mary.ouma251@example.com,Mary,Ouma,Lead,Direct,,2025-08-07 00:00:00,,,Referral Boost,Mercy Otieno,BeautyWorld KE,Kenya
252,peter.kiptoo252@example.com,Peter,Kiptoo,Marketing Qualified Lead,Social Media,Social Media,2025-09-25 00:00:00,,,Newsletter,John Kamau,BeautyWorld KE,Kenya
253,joseph.wanyoike253@example.com,Joseph,Wanyoike,Marketing Qualified Lead,Referral,,2025-10-26 00:00:00,,,Valentine Push,John Kamau,BeautyWorld KE,Kenya
254,joseph.atieno254@example.com,Joseph,Atieno,Sales Qualified Lead,Email,,2025-06-22 00:00:00,,,Valentine Push,Jane Wanjiru,UrbanGlow,Kenya
255,michael.njoroge255@example.com,Michael,Njoroge,Customer,Email,,2025-04-09 00:00:00,2025-05-08,1967.61,Seasonal Email,Jane Wanjiru,BeautyWorld KE,Kenya
256,michael.ouma256@example.com,Michael,Ouma,Lead,Referral,,2025-03-08 00:00:00,,,Chiffon Brand Awareness,Jane Wanjiru,Chiffon Cosmetics,Kenya
257,aisha.kariuki257@example.com,Aisha,Kariuki,Marketing Qualified Lead,Paid Search,Paid Search,2025-01-18 00:00:00,,,Valentine Push,Client Success Team,Coastal Beauty,Kenya
258,david.kariuki258@example.com,David,Kariuki,Lead,Paid Search,Paid Search,2025-08-13 00:00:00,,,Newsletter,Samuel Ndegwa,BeautyWorld KE,Kenya
259,aisha.kiptoo259@example.com,Aisha,Kiptoo,Sales Qualified Lead,Organic Search,,2025-09-24 00:00:00,,,Organic Search,Samuel Ndegwa,UrbanGlow,Kenya
260,joseph.atieno260@example.com,Joseph,Atieno,Customer,Paid Search,Paid Search,2025-05-05 00:00:00,2025-07-02,2603.58,Referral Boost,Samuel Ndegwa,UrbanGlow,Kenya
261,michael.njoroge261@example.com,Michael,Njoroge,Marketing Qualified Lead,Organic Search,,2025-07-01 00:00:00,,,Newsletter,Jane Wanjiru,UrbanGlow,Kenya
262,james.mwangi262@example.com,James,Mwangi,Opportunity,Organic Search,,2025-05-09 00:00:00,2025-05-30,1421.56,Seasonal Email,John Kamau,Nairobi Retailers,Kenya
263,brian.otieno263@example.com,Brian,Otieno,Marketing Qualified Lead,Organic Search,,2025-02-24 00:00:00,,,New Store Launch,Mercy Otieno,BeautyWorld KE,Kenya
264,joseph.otieno264@example.com,Joseph,Otieno,Sales Qualified Lead,Email,,2025-06-13 00:00:00,,,Newsletter,Client Success Team,Nairobi Retailers,Kenya
265,nancy.kamau265@example.com,Nancy,Kamau,Marketing Qualified Lead,Organic Search,,2025-10-26 00:00:00,,,New Store Launch,John Kamau,UrbanGlow,Kenya
266,aisha.kamau266@example.com,Aisha,Kamau,Marketing Qualified Lead,Social Media,Social Media,2025-02-27 00:00:00,,,New Store Launch,John Kamau,UrbanGlow,Kenya
267,mary.atieno267@example.com,Mary,Atieno,Customer,Paid Search,Paid Search,2025-04-25 00:00:00,2025-06-02,1332.11,Referral Boost,Client Success Team,UrbanGlow,Kenya
268,david.mwangi268@example.com,David,Mwangi,Marketing Qualified Lead,Direct,,2025-02-01 00:00:00,,,Referral Boost,Jane Wanjiru,UrbanGlow,Kenya
269,lilian.kariuki269@example.com,Lilian,Kariuki,Marketing Qualified Lead,Paid Search,Paid Search,2025-02-18 00:00:00,,,New Store Launch,Client Success Team,Chiffon Cosmetics,Kenya
270,david.kiptoo270@example.com,David,Kiptoo,Customer,Direct,,2025-10-24 00:00:00,2025-11-02,2442.46,Holiday Promo Q4,Samuel Ndegwa,Nairobi Retailers,Kenya
271,fatuma.maina271@example.com,Fatuma,Maina,Marketing Qualified Lead,Direct,,2025-02-21 00:00:00,,,Newsletter,Samuel Ndegwa,Coastal Beauty,Kenya
272,paul.njoroge272@example.com,Paul,Njoroge,Marketing Qualified Lead,Paid Search,Paid Search,2025-05-14 00:00:00,,,Holiday Promo Q4,Jane Wanjiru,UrbanGlow,Kenya
273,aisha.kariuki273@example.com,Aisha,Kariuki,Lead,Email,,2025-01-28 00:00:00,,,Organic Search,Samuel Ndegwa,BeautyWorld KE,Kenya
274,joseph.maina274@example.com,Joseph,Maina,Lead,Email,,2025-02-20 00:00:00,,,Chiffon Brand Awareness,Client Success Team,Chiffon Cosmetics,Kenya
275,aisha.okello275@example.com,Aisha,Okello,Sales Qualified Lead,Referral,,2025-03-30 00:00:00,,,Organic Search,Client Success Team,Chiffon Cosmetics,Kenya
276,michael.mutua276@example.com,Michael,Mutua,Marketing Qualified Lead,Social Media,Social Media,2025-08-08 00:00:00,,,Referral Boost,Mercy Otieno,Nairobi Retailers,Kenya
277,david.maina277@example.com,David,Maina,Marketing Qualified Lead,Organic Search,,2025-07-23 00:00:00,,,Newsletter,Mercy Otieno,BeautyWorld KE,Kenya
278,james.kariuki278@example.com,James,Kariuki,Opportunity,Organic Search,,2025-08-30 00:00:00,2025-10-18,785.05,New Store Launch,Client Success Team,Nairobi Retailers,Kenya
279,nancy.mutua279@example.com,Nancy,Mutua,Marketing Qualified Lead,Organic Search,,2025-12-02 00:00:00,,,Valentine Push,Mercy Otieno,BeautyWorld KE,Kenya
280,aisha.njoroge280@example.com,Aisha,Njoroge,Marketing Qualified Lead,Direct,,2025-09-25 00:00:00,,,Referral Boost,Samuel Ndegwa,Chiffon Cosmetics,Kenya
281,aisha.kiptoo281@example.com,Aisha,Kiptoo,Sales Qualified Lead,Paid Search,Paid Search,2025-11-15 00:00:00,,,Organic Search,Jane Wanjiru,BeautyWorld KE,Kenya
282,wanjiru.maina282@example.com,Wanjiru,Maina,Customer,Social Media,Social Media,2025-05-13 00:00:00,2025-06-17,1861.27,Referral Program,John Kamau,UrbanGlow,Kenya
283,grace.otieno283@example.com,Grace,Otieno,Lead,Social Media,Social Media,2025-02-27 00:00:00,,,New Store Launch,Jane Wanjiru,Coastal Beauty,Kenya
284,james.kamau284@example.com,James,Kamau,Customer,Organic Search,,2025-12-18 00:00:00,2025-12-15,904.24,Seasonal Email,Samuel Ndegwa,UrbanGlow,Kenya
285,aisha.kariuki285@example.com,Aisha,Kariuki,Customer,Email,,2025-10-08 00:00:00,2025-11-29,1676.38,Referral Program,Samuel Ndegwa,Chiffon Cosmetics,Kenya
286,grace.kariuki286@example.com,Grace,Kariuki,Opportunity,Organic Search,,2025-06-07 00:00:00,2025-07-19,1102.84,Seasonal Email,John Kamau,UrbanGlow,Kenya
287,nancy.kiptoo287@example.com,Nancy,Kiptoo,Sales Qualified Lead,Direct,,2025-01-07 00:00:00,,,New Store Launch,John Kamau,UrbanGlow,Kenya
288,nancy.kiptoo288@example.com,Nancy,Kiptoo,Opportunity,Paid Search,Paid Search,2025-04-24 00:00:00,2025-06-21,1086.39,Holiday Promo Q4,John Kamau,UrbanGlow,Kenya
289,grace.otieno289@example.com,Grace,Otieno,Customer,Organic Search,,2025-05-30 00:00:00,2025-07-12,1726.19,Referral Program,John Kamau,Coastal Beauty,Kenya
290,esther.okello290@example.com,Esther,Okello,Marketing Qualified Lead,Referral,,2025-04-02 00:00:00,,,Organic Search,Mercy Otieno,UrbanGlow,Kenya
291,aisha.atieno291@example.com,Aisha,Atieno,Marketing Qualified Lead,Paid Search,Paid Search,2025-07-10 00:00:00,,,Chiffon Brand Awareness,Mercy Otieno,Coastal Beauty,Kenya
292,mary.kamau292@example.com,Mary,Kamau,Lead,Email,,2025-10-13 00:00:00,,,Chiffon Brand Awareness,Client Success Team,Coastal Beauty,Kenya
293,nancy.wanyoike293@example.com,Nancy,Wanyoike,Lead,Organic Search,,2025-05-14 00:00:00,,,Valentine Push,Mercy Otieno,Coastal Beauty,Kenya
294,joseph.kariuki294@example.com,Joseph,Kariuki,Sales Qualified Lead,Email,,2025-01-04 00:00:00,,,Chiffon Brand Awareness,Jane Wanjiru,Coastal Beauty,Kenya
295,fatuma.karanja295@example.com,Fatuma,Karanja,Lead,Organic Search,,2025-09-19 00:00:00,,,Chiffon Brand Awareness,Client Success Team,Chiffon Cosmetics,Kenya
296,nancy.mutua296@example.com,Nancy,Mutua,Opportunity,Referral,,2025-08-14 00:00:00,2025-09-07,1607.88,Chiffon Brand Awareness,John Kamau,BeautyWorld KE,Kenya
297,michael.karanja297@example.com,Michael,Karanja,Customer,Email,,2025-08-27 00:00:00,2025-09-30,1886.15,Seasonal Email,John Kamau,Coastal Beauty,Kenya
298,lilian.kamau298@example.com,Lilian,Kamau,Lead,Paid Search,Paid Search,2025-05-19 00:00:00,,,Newsletter,Jane Wanjiru,Coastal Beauty,Kenya
299,brian.atieno299@example.com,Brian,Atieno,Marketing Qualified Lead,Direct,,2025-11-09 00:00:00,,,Referral Boost,Jane Wanjiru,BeautyWorld KE,Kenya
300,joseph.kariuki300@example.com,Joseph,Kariuki,Customer,Social Media,Social Media,2025-04-02 00:00:00,2025-04-19,1275.75,Holiday Promo Q4,Jane Wanjiru,UrbanGlow,Kenya
301,aisha.njoroge301@example.com,Aisha,Njoroge,Marketing Qualified Lead,Direct,,2025-04-09 00:00:00,,,Chiffon Brand Awareness,Samuel Ndegwa,BeautyWorld KE,Kenya
302,fatuma.njoroge302@example.com,Fatuma,Njoroge,Opportunity,Social Media,Social Media,2025-02-17 00:00:00,2025-03-18,2608.51,Seasonal Email,Jane Wanjiru,UrbanGlow,Kenya
303,james.karanja303@example.com,James,Karanja,Sales Qualified Lead,Referral,,2025-05-20 00:00:00,,,Referral Boost,Client Success Team,Coastal Beauty,Kenya
304,grace.karanja304@example.com,Grace,Karanja,Sales Qualified Lead,Paid Search,Paid Search,2025-08-31 00:00:00,,,Referral Boost,Jane Wanjiru,BeautyWorld KE,Kenya
305,david.kiptoo305@example.com,David,Kiptoo,Lead,Email,,2025-06-26 00:00:00,,,Chiffon Brand Awareness,Samuel Ndegwa,Coastal Beauty,Kenya
306,aisha.okello306@example.com,Aisha,Okello,Marketing Qualified Lead,Paid Search,Paid Search,2025-01-23 00:00:00,,,Valentine Push,Mercy Otieno,Nairobi Retailers,Kenya
307,michael.njoroge307@example.com,Michael,Njoroge,Marketing Qualified Lead,Social Media,Social Media,2025-10-17 00:00:00,,,New Store Launch,Jane Wanjiru,Coastal Beauty,Kenya
308,aisha.wanyoike308@example.com,Aisha,Wanyoike,Sales Qualified Lead,Social Media,Social Media,2025-06-08 00:00:00,,,Referral Boost,John Kamau,Nairobi Retailers,Kenya
309,david.maina309@example.com,David,Maina,Opportunity,Email,,2025-11-15 00:00:00,2025-12-17,1705.01,Chiffon Brand Awareness,Mercy Otieno,Nairobi Retailers,Kenya
310,joseph.maina310@example.com,Joseph,Maina,Marketing Qualified Lead,Organic Search,,2025-12-02 00:00:00,,,Holiday Promo Q4,Mercy Otieno,Chiffon Cosmetics,Kenya
